Date,Price,Open,High,Low,Vol.,Change %
10/20/2021,2.5084,2.4656,2.5102,2.4331,1.44K,1.33%
10/19/2021,2.4755,2.4757,2.5011,2.4388,2.26K,-0.45%
10/18/2021,2.4866,2.5071,2.5121,2.4705,15.33K,-0.37%
10/17/2021,2.4959,2.4785,2.499,2.4785,,0.38%
10/15/2021,2.4864,2.444,2.4886,2.4394,9.06K,2.11%
10/14/2021,2.435,2.4242,2.441,2.3889,13.91K,1.23%
10/13/2021,2.4055,2.37,2.4175,2.3471,14.51K,0.95%
10/12/2021,2.3829,2.3706,2.4011,2.3569,14.49K,0.21%
10/11/2021,2.3779,2.374,2.4104,2.3675,13.18K,0.35%
10/10/2021,2.3695,2.37,2.383,2.3693,,0.14%
10/08/2021,2.3662,2.3418,2.3798,2.3383,20.52K,1.36%
10/07/2021,2.3344,2.3128,2.3481,2.2532,18.32K,1.14%
10/06/2021,2.3082,2.3487,2.3724,2.2861,16.08K,-2.11%
10/05/2021,2.3579,2.3118,2.3712,2.3109,19.22K,2.14%
10/04/2021,2.3085,2.243,2.3215,2.2303,15.25K,2.90%
10/03/2021,2.2435,2.2445,2.255,2.2414,,-0.29%
10/01/2021,2.25,2.1942,2.2534,2.1785,11.63K,2.55%
09/30/2021,2.194,2.176,2.2225,2.1325,18.28K,-1.58%
09/29/2021,2.2293,2.1782,2.229,2.1749,0.12K,1.24%
09/28/2021,2.2019,2.2264,2.2294,2.1826,1.65K,-0.98%
09/27/2021,2.2237,2.1945,2.2283,2.1945,1.37K,3.57%
09/26/2021,2.147,2.135,2.1471,2.135,,-1.85%
